Identyfikator podmiotu,Imię,Nazwisko,Numer telefonu
2511,BARBARA,OLENDER,702644605,
2512,MARIUSZ,WOŹNIAK,623743861,
2513,LAURA,WYRZYKOWSKI,439496751,
2514,PIOTR,SZULC,385198810,
2515,JAKUB,CZECH,363307680,
2516,PATRYCJA,BRANDENBURG,136361707,
2517,PAWEL,NOWAK,161800756,
2518,DOMINIKA,ŚLONZAK,970733760,
2519,PRZEMYSLAW,DUDEK,749238317,
2520,PRZEMYSLAW,WĘGIER,825984282,
2521,TYMON,PODOLEC,160551087,
2522,LAURA,SZWEDZIAK,556545825,
2523,DONALD,SŁOWAKIEWICZ,550119086,
2524,PATRYK,TATARCZYK,620057309,
2525,JACEK,ŻUREK,610659038,
2526,MAREK,WRÓBEL,813178458,
2527,MACIEJ,GALOCH,179131280,
2528,ŁUCJA,MORAW,107802632,
2529,ALEKANDRA,FRANCUZ,225407230,
2530,MACIEJ,CZECH,704046860,
2531,MARTYNA,ŻYDOWSKI,701549611,
2532,KATARZYNA,KURLANDA,143682342,
2533,MACIEJ,RUS,775399418,
2534,PAWEL,SIERADZKI,951594111,
2535,ALICJA,GALICKI,956555303,
2536,BARTOSZ,KOZŁOWSKI,791787446,
2537,JAKUB,MAZUR,124290608,
2538,JAKUB,PODOLAK,574116553,
2539,BARTOSZ,PODOLEC,581930448,
2540,BENEDYKT,LITWIN,270391066,
2541,TYTUS,POLAKOWSKI,361395835,
2542,DOMINIK,GALOCH,705896044,
2543,PATRYCJA,SAKSON,401803108,
2544,TOMASZ,CHRUSZCZEWSKI,599415827,
2545,MACIEJ,HOLLAND,775980282,
2546,DOMINIKA,GAL,989822010,
2547,MAREK,SOCHA,785796633,
2548,BARTOSZ,KURLANDCZYK,308219726,
2549,ALEKANDRA,MILLER,778200302,
2550,IZABELA,SŁOWAKIEWICZ,363088396,
2551,PATRYK,DUŃCZYK,226778715,
2552,KAMIL,KACZMAREK,275642370,
2553,PRZEMYSLAW,WĘGIERSKI,339578654,
2554,PATRYK,DUDEK,123319298,
2555,PIOTR,ŻMUDZIN,232818365,
2556,BENEDYKT,CIEŚLAK,695976168,
2557,WERONIKA,TATARSKI,300881180,
2558,PRZEMYSLAW,KOZŁOWSKI,592724892,
2559,TYMON,UKRAIŃSKI,403729458,
2560,LEONARD,SZEWCZYK,695969146,
2561,KAROLINA,NIEWIADOMSKI,677276976,
2562,LECH,STAWECKI,835316523,
2563,LEONARD,SZWEDA,100905644,
2564,OLIWIER,WESOŁOWSKI,812770528,
2565,KAMILA,CZESKI,278115260,
2566,TYMON,CZARNECKI,534853188,
2567,MICHAŁ,WOŁOSZEK,510716248,
2568,ALICJA,KURLANDZKI,550751895,
2569,MICHAŁ,TATARA,527052987,
2570,TYTUS,KURUC,994801203,
2571,ALEKANDRA,WĘGRZYNOWICZ,846544766,
2572,DAMIAN,WESOŁOWSKI,435788726,
2573,ALEKANDRA,NIEWIADOMSKI,728047442,
2574,JAN,SZWAJCAR,319074288,
2575,PAWEL,OLENDER,627000108,
2576,WERONIKA,LAMPARSKA,241517688,
2577,WALDEMAR,SZWAJCAR,370548075,
2578,JOLANTA,ŻOCHOWSKI,420141099,
2579,WOJCIECH,SZULC,617902868,
2580,PATRYK,PODOLAN,676129670,
2581,PATRYK,WDOWIAK,149829450,
2582,ROZALIA,GOROL,211467247,
2583,LAURA,TATARSKI,439206898,
2584,LECH,GAWROŃSKI,379696690,
2585,ŁUKASZ,RUMUŃSKI,932859623,
2586,WERONIKA,WĘGRZYNOWICZ,973676548,
2587,DOMINIKA,SZWAB,850274345,
2588,KAMIL,WESOŁOWSKI,413798503,
2589,DAMIAN,WOŁOCH,159006713,
2590,DAWID,ŻMUDZIN,813409966,
2591,DOROTA,KWIATKOWSKI,699074465,
2592,PATRYK,SASIN,612041340,
2593,TYTUS,ARAB,298015283,
2594,PATRYK,PODOLAK,656875043,
2595,MACIEJ,SZWED,829973409,
2596,JACEK,WOŁOSZEK,568496042,
2597,KAROLINA,SZKOT,240215032,
2598,MARIUSZ,PASTERNAK,838957016,
2599,ŁUKASZ,KURLANDA,299688509,
2600,IZABELA,SWAT,242370261,
2601,MAREK,BRANDENBURG,523780186,
2602,LEONARD,KASZUBA,880249592,
2603,ROZALIA,MAZUREK,704867681,
2604,ALEKSANDER,POLAKOWSKI,610283751,
2605,AGATA,SZEWCZYK,712555432,
2606,ALICJA,KWIATKOWSKI,720071195,
2607,ŁUKASZ,FRANCUZ,995897894,
2608,DOMINIK,KWIATKOWSKI,500388814,
2609,WALDEMAR,KOMAN,216963219,
2610,IZABELA,PODGÓRSKI,896433101,
2611,BRAJAN,SUDOŁ,466099817,
2612,ALICJA,PIĄTEK,519782309,
2613,KAROLINA,CICHOCKI,791912409,
2614,MARTA,PIĄTEK,599690988,
2615,AGATA,ŻMIJEWSKI,311231638,
2616,DOMINIKA,KASZUBA,164675334,
2617,ŁUKASZ,SLEZAK,374900884,
2618,MACIEJ,KURLANDZKI,375650030,
2619,PIOTR,SZLĄZAK,509001223,
2620,KAROL,WIECZOREK,851693073,
2621,JACEK,STAWECKI,986954019,
2622,ŁUCJA,NOWAK,291877439,
2623,OLIWIA,KĘDZIERSKI,856268400,
2624,LAURA,SZWEDZKI,870824899,
2625,DONALD,ARABSKI,918309759,
2626,ROZALIA,SŁOWAK,800504621,
2627,AGATA,PRUSKI,736968781,
2628,BENEDYKT,NIEWIADOMSKI,367777089,
2629,BARTOSZ,ŻOCHOWSKI,596530887,
2630,LEONARD,SLEZAK,871784942,
2631,MACIEJ,KIJOWSKI,790362185,
2632,WERONIKA,SŁOWAK,876915073,
2633,ALICJA,SKIBA,573763621,
2634,KAMILA,SZKOT,932603551,
2635,TOMASZ,SZWEDA,397815695,
2636,PATRYK,PODOLEC,623011263,
2637,KRYSTYNA,SŁOWIAK,850511494,
2638,MARIUSZ,TOWAREK,400758839,
2639,JAKUB,POLOCZEK,570791020,
2640,DANUTA,BRANDENBURG,895301231,
2641,PATRYK,CZECH,496131571,
2642,IZABELA,WĘGRZYNOWICZ,125812509,
2643,JACEK,KOWALSKI,494625835,
2644,KAROL,UKRAINIEC,988457408,
2645,ALEKSANDER,PRUSEK,406978486,
2646,PRZEMYSLAW,POTOK,244367644,
2647,ARTUR,ŻYDZIK,927048024,
2648,TYMON,CYGAN,733382809,
2649,KAROLINA,ŁOTYSZ,217884100,
2650,PATRYK,PIĄTEK,809403414,
2651,JAN,POLESIAK,147004931,
2652,DAMIAN,KĘDZIERSKI,416460505,
2653,PAWEL,SLEZAK,229119135,
2654,WERONIKA,NIEDZIELSKI,370850484,
2655,MARIUSZ,GÓRSKI,534534131,
2656,JAKUB,ARAB,927607969,
2657,BENEDYKT,ŻMUDA,561422343,
2658,KAROL,SŁOWIAKOWSKI,334334894,
2659,DAMIAN,SZWAB,483411825,
2660,BENEDYKT,ARAB,166966855,
2661,JACEK,POLOCZEK,851940247,
2662,DANUTA,UKRAIŃSKI,490848927,
2663,KATARZYNA,MORAWSKI,795414886,
2664,OLIWIA,SŁOWAK,564194577,
2665,PATRYK,SZLĄZAK,994659729,
2666,JOLANTA,KOWALSKI,581764362,
2667,MACIEJ,KASZUB,100062472,
2668,MATEUSZ,PRUSEK,737266707,
2669,ALEKSANDER,NIEDZIELSKI,369546919,
2670,WALDEMAR,KACZMAREK,193168726,
2671,DAWID,DUŃCZYK,585715469,
2672,ROZALIA,GAL,631885558,
2673,JAKUB,SKIBA,484617602,
2674,PATRYCJA,ŁOTYSZ,788632140,
2675,JADWIGA,JABŁOŃSKI,506757938,
2676,KATARZYNA,WĘGIER,104011475,
2677,DOROTA,MILLER,840688010,
2678,TYMON,SŁOWACKI,117185857,
2679,TYMON,LITWINOWICZ,359077702,
2680,ALEKSANDER,ŻYDOWICZ,994667049,
2681,BARTOSZ,KŁOSSOWSKI,706162842,
2682,MARTYNA,PRUŚ,638650106,
2683,WALDEMAR,ŻYDOWSKI,894496820,
2684,WOJCIECH,KOMAN,956137284,
2685,WALDEMAR,KURLANDCZYK,908579706,
2686,WERONIKA,POLOCZEK,494400937,
2687,TYTUS,SŁOWACKI,819603054,
2688,KAMIL,HOLENDERSKI,713065266,
2689,LECH,WESOŁOWSKI,844658682,
2690,WALDEMAR,WŁOCH,933761781,
2691,LAURA,SŁOWIAKOWSKI,549479529,
2692,ALEKANDRA,BORKOWSKI,898342454,
2693,WERONIKA,ŁOTYSZ,486466865,
2694,OLIWIA,ŻMIJEWSKA,766488407,
2695,PAWEL,TATARA,421694213,
2696,MARTA,POLESIAK,778590510,
2697,OLIWIA,WOŁOCH,589371271,
2698,ALEKSANDER,WIECZOREK,310074110,
2699,DONALD,PODOLAK,866306113,
2700,JOLANTA,POLAK,249433762,
2701,JOLANTA,NIEMCZYK,214160876,
2702,MACIEJ,LEWANDOWSKI,770419337,
2703,AGATA,FOGIEL,454708411,
2704,LAURA,POLAKOWSKI,126667037,
2705,JOLANTA,RUMUN,491695967,
2706,DOMINIK,SASIN,454577922,
2707,JAKUB,LAMPARSKA,469204334,
2708,DANUTA,KUMAN,675692298,
2709,MACIEJ,NORWECKI,678870121,
2710,ANETA,NIEWIADOMSKI,214322004,
2711,ANETA,POLESIAK,647854600,
2712,BENEDYKT,POLAKOWSKI,202822106,
2713,PAWEL,DUDEK,101267353,
2714,PATRYK,NIEMIEC,681852338,
2715,BENEDYKT,MAŁECKI,361817560,
2716,IZABELA,ARAB,304495642,
2717,LECH,KASZUB,401424640,
2718,WERONIKA,TATARSKI,842843373,
2719,ŁUCJA,ŻYDZIK,380895324,
2720,MARIUSZ,POLAKOWSKI,874327739,
2721,JAKUB,DĄBROWSKI,879870716,
2722,MICHAŁ,PODGÓRSKI,753833543,
2723,KAROL,KWIATKOWSKI,508768739,
2724,ALEKANDRA,POLOK,870685010,
2725,PIOTR,RUMUŃSKI,476801052,
2726,ŁUKASZ,SŁOWAK,495670610,
2727,MAREK,SKIBA,853542709,
2728,WERONIKA,GALICKI,548854301,
2729,KATARZYNA,SZWAJCER,797794725,
2730,DOMINIK,WDOWIAK,681245483,
2731,MICHAŁ,SZWAJCER,185628579,
2732,KAMIL,SZWED,405309149,
2733,OLIWIER,MAJEWSKI,971962321,
2734,PATRYK,UKRAIŃSKI,261521717,
2735,ANETA,MADZIAR,184722463,
2736,GERARD,RUSAK,526866230,
2737,JAROSŁAW,NIEWIADOMSKI,994615005,
2738,JAKUB,NORWECKI,130267842,
2739,BARBARA,SIKORA,385612761,
2740,BENEDYKT,WĘGIER,562938530,
2741,TOMASZ,SZULC,679518222,
2742,ALEKANDRA,SASS,533711596,
2743,ALEKSANDER,AUSTRIJAK,507317669,
2744,MARTA,SZWED,854376064,
2745,ALICJA,MORAW,853231577,
2746,PRZEMYSLAW,CZARNECKI,521028138,
2747,GERARD,DĄBROWSKI,329454028,
2748,KRZYSZTOF,TATARCZYK,699750188,
2749,JANUSZ,ARABOWICZ,579941927,
2750,KRZYSZTOF,SASS,398063742,
2751,KAMILA,ZIĘBA,328810797,
2752,MATEUSZ,LAMPARSKI,739237603,
2753,WOJCIECH,WOŁOCH,637621581,
2754,KAMIL,WOŹNIAK,114727515,
2755,MACIEJ,MAŁECKI,291817758,
2756,MARIUSZ,PASTERNAK,122825306,
2757,OLIWIA,KĘDZIERSKI,495532629,
2758,LAURA,KACZMAREK,374117683,
2759,JAROSŁAW,WYRZYKOWSKI,778211752,
2760,JOLANTA,SZWAJCARSKI,929921264,
2761,DANUTA,WRÓBEL,862181215,
2762,MAREK,HOLENDERSKI,885488111,
2763,KRYSTYNA,MAŁECKI,259982234,
2764,KRZYSZTOF,ŚLĄZAK,359770397,
2765,WERONIKA,SOCHA,218150119,
2766,ALEKSANDER,KOMAN,513860769,
2767,BARTOSZ,KURLANDCZYK,727287859,
2768,MARTYNA,WŁOCH,805844899,
2769,PIOTR,SZWAB,685151098,
2770,MICHAŁ,KRUPA,413109000,
2771,KAROLINA,ŻYDZIAK,299153057,
2772,ARTUR,SŁOWAKIEWICZ,636449327,
2773,AGATA,WYSOCKI,530201656,
2774,DOROTA,UKRAINIEC,322813460,
2775,ROZALIA,ARABOWICZ,416222935,
2776,KAROLINA,PODOLSKI,913700669,
2777,KAROLINA,BÖHM,571834758,
2778,ALICJA,MAZUR,866245039,
2779,WALDEMAR,CZARNECKI,498210171,
2780,MAREK,KURLAND,736816137,
2781,DOMINIKA,KURLAND,593842722,
2782,KATARZYNA,ŚLONZAK,198789308,
2783,MARIUSZ,KURLANDCZYK,169332193,
2784,BARBARA,MICIUN,715503665,
2785,TYMON,TATARSKI,693706973,
2786,JAROSŁAW,SZWAB,754586280,
2787,JACEK,LEWICKI,694896728,
2788,ŁUCJA,SUDOŁ,967638272,
2789,MICHAŁ,PRUSIK,617713614,
2790,MICHAŁ,LAMPARSKA,101093978,
2791,JAKUB,WĘGRZYN,135580130,
2792,JAKUB,GALOCH,609892124,
2793,LAURA,GOROL,834306642,
2794,DAWID,CZECH,461931378,
2795,KATARZYNA,BÖHM,417771533,
2796,MARIUSZ,SZWEDZKI,419827242,
2797,KRZYSZTOF,PRUŚ,130465664,
2798,JOLANTA,SZWEDZKI,260296166,
2799,ALICJA,KOMAN,396726221,
2800,ALEKSANDER,HOLENDERSKI,462402643,
2801,JOLANTA,TATAREK,460475302,
2802,ALEKSANDER,MOSKAL,468560719,
2803,MARTYNA,SŁOWAKIEWICZ,581723578,
2804,DANUTA,MADZIARA,227446468,
2805,MARTYNA,CYGAN,692323349,
2806,PIOTR,BRANDENBURG,399070712,
2807,MICHAŁ,GAWROŃSKI,513592740,
2808,JADWIGA,MILLER,898168901,
2809,PAWEL,SZWEDA,555216064,
2810,JOLANTA,KURLANDZKI,218642831,
2811,DOMINIK,KOWALSKI,876921699,
2812,DOMINIK,SZWAB,525748810,
2813,JAROSŁAW,LEWANDOWSKI,134070495,
2814,MICHAŁ,BRANDENBURG,344281672,
2815,KAMIL,WDOWIAK,233845727,
2816,ALICJA,CZESKI,240291226,
2817,LECH,TATARCZUK,867986410,
2818,ALICJA,KUMAN,888453690,
2819,MICHAŁ,FOGIEL,697938227,
2820,ŁUCJA,BÖHM,238237425,
2821,BARBARA,LITWINOWICZ,380236240,
2822,OLIWIA,AUSTRIJAK,769603658,
2823,WOJCIECH,JABŁOŃSKI,548480820,
2824,MARIUSZ,DUDA,117036218,
2825,PAWEL,ŚLĄZAK,539044837,
2826,DOMINIK,PODOLSKI,814156925,
2827,MICHAŁ,POLESZUK,324576793,
2828,ŁUKASZ,LAMPARSKA,451243105,
2829,DONALD,RUSEK,204398392,
2830,JAKUB,WOŁOCH,674354935,
2831,KAMIL,SŁOWIAK,745608382,
2832,LAURA,ŻYDZIAK,361914621,
2833,JAN,DUŃCZYK,161585389,
2834,ŁUCJA,TUREK,297495231,
2835,TOMASZ,SZLONZAK,314931249,
2836,MARTA,KURLAND,196226520,
2837,MACIEJ,KŁOSSOWSKI,128931875,
2838,MICHAŁ,GALOCH,177689323,
2839,KAMIL,KASZUBA,655403453,
2840,TYTUS,WOŁOSZEK,697147392,
2841,KAROLINA,HOLENDER,532174931,
2842,ŁUCJA,FRANCUZ,491545187,
2843,BARTOSZ,TATARCZYK,785642360,
2844,OLIWIER,POLAK,969953737,
2845,ARTUR,RYBICKI,925760551,
2846,ŁUKASZ,GÓRAL,430377472,
2847,DANUTA,WIŚNIEWSKI,672327571,
2848,BARTOSZ,ŻUREK,459832083,
2849,GERARD,SZKOT,293682757,
2850,LEONARD,POLACZEK,534204561,
2851,AGATA,GAL,621619316,
2852,KATARZYNA,MORAWSKI,397350727,
2853,TYMON,LITWINOWICZ,731883031,
2854,DONALD,MORAW,631433305,
2855,TOMASZ,ŻOCHOWSKI,580087305,
2856,LECH,SZLONZAK,814207789,
2857,TYMON,TURECKI,400974164,
2858,AGATA,LITWINOWICZ,550551077,
2859,GERARD,WĘGIER,526780303,
2860,PIOTR,SZWAJCER,317766666,
2861,WOJCIECH,HOLENDERSKI,469293508,
2862,DOROTA,LEWANDOWSKI,150738014,
2863,DAMIAN,HOLLAND,964521786,
2864,OLIWIA,TATAR,998550451,
2865,KRZYSZTOF,ŻYDZIK,528360522,
2866,KRZYSZTOF,KRAWCZYK,740407197,
2867,JAKUB,WDOWIAK,376506473,
2868,ARTUR,POLESZCZUK,794614004,
2869,TYTUS,PRUS,902773096,
2870,GERARD,SZWARC,932622346,
2871,MARIUSZ,WĘGRZYN,502387248,
2872,WALDEMAR,TATAR,353006830,
2873,ŁUKASZ,ŚLONZAK,278029447,
2874,LEONARD,ŻMUDZIN,729211049,
2875,MATEUSZ,RUSIN,865099330,
2876,KAMILA,ZIĘBA,442251061,
2877,IZABELA,POLESKI,148852303,
2878,IZABELA,MALINOWSKI,369297270,
2879,MACIEJ,POLESZAK,442753510,
2880,OLIWIA,DUDA,827981877,
2881,MATEUSZ,MAZUREK,830990109,
2882,TOMASZ,SZWARC,703547199,
2883,PATRYK,UKRAINIEC,442767606,
2884,BENEDYKT,POLAK,101203866,
2885,TYMON,TURECKI,775131621,
2886,KRYSTYNA,TATAREK,653490016,
2887,ALEKANDRA,SWAT,860193580,
2888,OLIWIER,SASIN,342921310,
2889,KAMIL,KRAWCZYK,225304320,
2890,LAURA,GOROL,568980400,
2891,MICHAŁ,PRUSEK,979756524,
2892,MARTYNA,POLOCZEK,365172044,
2893,DAWID,CZECH,740081842,
2894,TOMASZ,KWIATKOWSKI,105106344,
2895,MARTA,WĘGIERSKI,609149963,
2896,TYMON,WOŁOCH,472415117,
2897,BRAJAN,POLACZEK,812239187,
2898,JOLANTA,ŚLONZAK,547833523,
2899,MARTA,ŻMIJEWSKA,925531400,
2900,KAMILA,WOŁOCH,784693722,
2901,TYTUS,ŻYDOWICZ,395409432,
2902,MARTA,NIEDZIELSKI,696453703,
2903,JAROSŁAW,KURUC,345142928,
2904,ROZALIA,SŁOWIAKOWSKI,663758234,
2905,KAMIL,MORAWSKI,292714129,
2906,WALDEMAR,CYGAN,638662907,
2907,OLIWIA,BRANDENBURGER,697844557,
2908,ROZALIA,RUSEK,483547283,
2909,MAREK,MAJEWSKI,776697114,
2910,IZABELA,POLESZAK,960733124,
2911,WOJCIECH,PODOLAK,698495636,
2912,AGATA,PRUS,775534329,
2913,TYMON,ŻYDZIAK,354226062,
2914,LAURA,TUREK,748092566,
2915,WOJCIECH,WESOŁOWSKI,609574604,
2916,MATEUSZ,CZESKI,626201431,
2917,DOROTA,PRUSEK,648210619,
2918,JANUSZ,TOWAREK,961046370,
2919,AGATA,PIĄTEK,143148090,
2920,DANUTA,ROSJAN,611320300,
2921,KAROL,MAŁECKI,297884471,
2922,LAURA,PRZYBYSZ,101673577,
2923,JACEK,POLESIAK,775710168,
2924,ALEKANDRA,SZWAJCAR,910383297,
2925,KAROLINA,DUDA,770297291,
2926,PAWEL,BRANDENBURGER,688940478,
2927,PRZEMYSLAW,CIEŚLAK,923641255,
2928,DOMINIK,LANGE,754571154,
2929,DOMINIKA,MICIUN,192569274,
2930,JOLANTA,GOROL,487385562,
2931,GERARD,WIECZOREK,281613343,
2932,JAROSŁAW,KAŁUŻA,381152095,
2933,MARIUSZ,SUDOŁ,735103759,
2934,ARTUR,RUS,411746170,
2935,ALEKSANDER,WĘGIERSKI,269460297,
2936,ARTUR,RUSNAK,510380735,
2937,JANUSZ,NIEMCZYK,847123004,
2938,TYTUS,WOŁYNIAK,596034306,
2939,PIOTR,UKRAINIEC,427484865,
2940,OLIWIER,POLAK,351425663,
2941,ALEKANDRA,KOMAN,328464162,
2942,JADWIGA,SZWEDZKI,671052304,
2943,AGATA,RUSNAK,627568507,
2944,ALEKANDRA,ŚLONZAK,662315025,
2945,MARIUSZ,MILLER,261097101,
2946,KAMILA,SIKORA,322375989,
2947,JANUSZ,SASS,572597469,
2948,BARBARA,WOŹNIAK,179136564,
2949,MARIUSZ,KUMAN,206755104,
2950,ANETA,WĘGRZYNOWICZ,271515031,
2951,PATRYCJA,MORAWSKI,821490093,
2952,JANUSZ,SZWAJCAR,295806265,
2953,DOMINIKA,ŻMIJEWSKA,187526280,
2954,LECH,KURLANDT,652089610,
2955,IZABELA,WOŁOSZEK,762348469,
2956,DAMIAN,AMSTERDAMSKI,680415142,
2957,JACEK,JABŁOŃSKI,407465060,
2958,DANUTA,DUŃCZYK,988969110,
2959,MARTA,GÓRAL,707158737,
2960,TYMON,SUDOŁ,803786304,
2961,ALICJA,ŻMUDA,692868984,
2962,JACEK,SZWAJCARSKI,670602506,
2963,JAROSŁAW,SŁOWIAKOWSKI,276090248,
2964,TOMASZ,WOŁOSZEK,414638616,
2965,MARTYNA,NOWAK,702482811,
2966,BENEDYKT,ARAB,542936636,
2967,WOJCIECH,SZWEDEK,405916412,
2968,MARIUSZ,LANGE,763528734,
2969,KATARZYNA,SAS,838012720,
2970,WALDEMAR,ARABOWICZ,739568946,
2971,MARIUSZ,POLESIAK,432504309,
2972,JAKUB,OLENDER,998819170,
2973,BRAJAN,SOCHA,673495173,
2974,PAWEL,WOŁOCH,246444490,
2975,MARTYNA,POLACZEK,725742232,
2976,KAMILA,SWAT,429324695,
2977,KAROL,SAS,641314034,
2978,BARTOSZ,POTOK,838054283,
2979,MATEUSZ,RUSEK,870289608,
2980,MATEUSZ,KRAJEWSKI,738387506,
2981,KRYSTYNA,KRAWCZYK,913196954,
2982,ARTUR,WESOŁOWSKI,731963841,
2983,MICHAŁ,LITWIN,332992100,
2984,KAMIL,SOCHA,556646780,
2985,BRAJAN,HOLENDER,332868999,
2986,TYTUS,SKIBA,156563401,
2987,DANUTA,HOFFMANN,353176839,
2988,WALDEMAR,MACEDOŃSKI,676483087,
2989,KATARZYNA,WĘGIER,107757117,
2990,KRYSTYNA,WOŁOSZEK,874227072,
2991,KRZYSZTOF,NORWECKI,366692779,
2992,DOMINIK,PRUS,100078895,
2993,BARBARA,WĘGRZYNOWICZ,465738057,
2994,ALEKSANDER,ŻYDEK,349765517,
2995,KAMILA,LITWINOWICZ,930997960,
2996,PATRYCJA,KACZMAREK,197896641,
2997,DOMINIK,PODOLAN,843869011,
2998,BARBARA,POLAK,649416937,
2999,KAMIL,SZLĄZAK,977536206,
3000,JADWIGA,CICHOCKI,233777254,
