Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Numer telefonu,Identyfikator kontraktu,Uprawnienia do nadzoru,
223,ŁUKASZ,SZWED,58122560273, 22, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
224,KRZYSZTOF,POLOCZEK,57121642683, 22, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
225,MICHAŁ,SZWAB,694453243, 22, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
226,LEONARD,RUSNAK,66121868028, 22, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
227,PAWEL,MADZIARA,745950968, 22, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
228,DAMIAN,RYBICKI,6762105042, 22, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
229,DAWID,ŁOTYSZ,8811706541, 22, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
230,TYMON,CZECH,7332078175, 22, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
231,DOROTA,BÖHM,709605210, 23, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
232,ROZALIA,LEWICKI,7251082112, 23, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
233,IZABELA,BORKOWSKI,6610942143, 23, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
234,MARTA,SZEWCZYK,8151178945, 23, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
235,DOMINIK,WYSOCKI,9011443293, 23, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
236,MARIUSZ,PRUŚ,7973066877, 23, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
237,PRZEMYSLAW,NIEMCZYK,8521053364, 23, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
238,JANUSZ,BÖHM,8341919796, 23, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
239,DAMIAN,WŁOCH,8712321568, 23, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
240,WOJCIECH,WĘGIERSKI,8232773201, 23, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
241,JOLANTA,KAŁUŻA,6772187012, 24, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
242,KAROLINA,POLACZEK,784349533, 24, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
243,ARTUR,HISZPAN,678588637, 24, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
244,ARTUR,HISZPAN,7431382417, 24, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
245,LAURA,SOCHA,5953197859, 24, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
246,ARTUR,MAZURKIEWICZ,8522709352, 24, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
247,ALICJA,KURLANDT,6982868805, 24, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
248,DANUTA,KŁOSSOWSKI,8721791920, 24, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
249,BARTOSZ,TATARZYN,5682276742, 24, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
250,GERARD,POLESZCZUK,7812900742, 24, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
251,WOJCIECH,MORAW,8062490825, 25, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
252,TOMASZ,TURECKI,6032476173, 25, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
253,TYMON,KWIATKOWSKI,7842013245, 25, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
254,DOROTA,SZULC,5512489807, 25, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
255,KAMIL,KŁOSSOWSKI,6551763116, 25, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
256,WOJCIECH,SAKSON,63102062782, 25, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
257,KAMIL,TOPOLSKI,793321899, 25, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
258,GERARD,SZWEDEK,7673084397, 25, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
259,WERONIKA,SZWEDEK,60121370120, 25, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
260,PATRYCJA,SZWED,5810361467, 25, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
261,JAKUB,ŻYDEK,8172135790, 26, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
262,WOJCIECH,ŁOTYSZ,6961424206, 26, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
263,LAURA,GALICKI,6771344936, 26, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
264,DAMIAN,HOLENDER,67121206655, 26, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
265,KAMILA,ŚLONZAK,8851140785, 26, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
266,GERARD,KWIATKOWSKI,7382105130, 26, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
267,KATARZYNA,KŁOSSOWSKI,6542189210, 26, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
268,ŁUKASZ,KASZUB,7531667236, 26, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
269,MARIUSZ,SZWEDZKI,6952273510, 26, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
270,PRZEMYSLAW,SWAT,816926438, 26, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
271,KAMIL,AUSTRIJAK,8642518786, 27, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
272,OLIWIER,MACEDOŃSKI,77122082343, 27, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
273,KAROL,SLEZAK,7141692910, 27, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
274,LEONARD,ROSJAN,5962538939, 27, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
275,JAROSŁAW,HOLENDERSKI,8172103335, 27, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
276,LEONARD,SZWEDZIAK,65112783286, 27, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
277,MICHAŁ,MICIUN,7811780900, 27, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
278,OLIWIA,SŁOWIAK,6911954371, 27, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
279,WOJCIECH,NOWAK,553748660, 27, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
280,BARBARA,LAMPARSKA,5871477636, 27, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
281,AGATA,MAŁECKI,7411249304, 28, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
282,ALEKANDRA,BORKOWSKI,56122760729, 28, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
283,KAMILA,KOWALSKI,603728074, 28, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
284,KAMIL,ROMUN,579393942, 28, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
285,DANUTA,CZESKI,7991657111, 28, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
286,DAMIAN,MALINOWSKI,8142248060, 28, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
287,ROZALIA,ARABSKI,773128018, 28, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
288,ALICJA,ŻYDOWICZ,67122014773, 28, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
289,PIOTR,PRUS,827740383, 28, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
290,BENEDYKT,DOBRUCKI,7741745711, 28, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
291,PIOTR,SASIN,8272725142, 29, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
292,WERONIKA,SIKORA,74111766738, 29, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
293,MARTYNA,WĘGRZYNOWICZ,8473185586, 29, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
294,DONALD,AUSTRIJAK,7511944432, 29, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
295,MACIEJ,MORAW,6631565737, 29, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
296,MICHAŁ,KALINOWSKI,878792986, 29, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
297,TOMASZ,GAWROŃSKI,8010412418, 29, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
298,LEONARD,SOCHA,8613003388, 29, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
299,PIOTR,TATARA,888749013, 29, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
300,DANUTA,KAŁUŻA,724472739, 29, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
301,LAURA,CHRUSZCZEWSKI,76102522086, 30, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
302,MICHAŁ,SZWEDOWSKI,6652475030, 30, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
303,WERONIKA,CZARNECKI,781534408, 30, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
304,MATEUSZ,SZKOT,7142898394, 30, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
305,ŁUCJA,ŻMIJEWSKI,8261201384, 30, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
306,JAN,TOWAREK,80121304439, 30, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
307,ŁUKASZ,SŁOWIAK,8671265891, 30, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
308,OLIWIA,SZWEDOWSKI,8561006553, 30, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
309,ALICJA,KAŁUŻA,827519571, 30, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
310,MARTA,RUS,76101005018, 30, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
311,JAN,CZARNECKI,75111459283, 31, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
312,TOMASZ,PRUŚ,7932049164, 31, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
313,ALEKANDRA,LAMPARSKA,798620874, 31, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
314,KATARZYNA,ZIĘBA,875475549, 31, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
315,KAMIL,ARABOWICZ,8112811678, 31, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
316,JADWIGA,KOZŁOWSKI,62111318240, 31, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
317,ALEKANDRA,GÓRSKI,8482853056, 31, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
318,DOMINIK,HOLENDER,6082351552, 31, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
319,JADWIGA,SZWEDOWSKI,6952999395, 31, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
320,JAN,SZKOT,689990999, 31, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
321,PATRYCJA,SZLĄZAK,895933303, 32, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
322,DOROTA,DUŃCZYK,5512497346, 32, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
323,KRZYSZTOF,ŚLĄZAK,8491631089, 32, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
324,LEONARD,NOWAK,70102269737, 32, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
325,DONALD,TOWAREK,7682023581, 32, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
326,PIOTR,PIĄTEK,67111657773, 32, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
327,JANUSZ,FOGIEL,8551445721, 32, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
328,BRAJAN,PRUSIK,5872762283, 32, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
329,KRYSTYNA,ŻOCHOWSKI,829754975, 32, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
330,TYMON,SŁOWAKIEWICZ,7281798019, 32, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
331,JAROSŁAW,ŻYDZIAK,647195564, 33, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
332,MARTYNA,POLESZAK,6541848670, 33, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
333,JAROSŁAW,ROMUN,6482646668, 33, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
334,TYMON,TATAR,796710275, 33, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
335,WOJCIECH,ŻOCHOWSKI,64101109328, 33, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
336,TYTUS,ZIĘBA,899973385, 33, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
337,MACIEJ,PODOLAN,7931780618, 33, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
338,ANETA,NORWECKI,5791470489, 33, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
339,JAN,SKIBA,81111335746, 33, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
340,DAWID,KWIATKOWSKI,64111587101, 33, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
341,JADWIGA,ŻYDEK,7092430949, 34, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
342,MACIEJ,PASTERNAK,5571672750, 34, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
343,JANUSZ,UKRAIŃSKI,5851638239, 34, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
344,WOJCIECH,DUDEK,8852887781, 34, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
345,KATARZYNA,CIEŚLAK,896950172, 34, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
346,DAMIAN,DUŃCZYK,8552738477, 34, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
347,GERARD,GREC,9081042448, 34, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
348,JAKUB,POLOK,867247302, 34, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
349,LECH,NOWAK,7043069132, 34, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
350,JAN,SZWAJCARSKI,7621417592, 34, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
351,WALDEMAR,HOLENDERSKI,6610888051, 35, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
352,ANETA,BORKOWSKI,706669240, 35, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
353,PATRYK,TATARA,87122031524, 35, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
354,TYMON,TOWAREK,877856413, 35, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
355,TOMASZ,LEWANDOWSKI,768815306, 35, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
356,DANUTA,SZWAJCER,80111181236, 35, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
357,JADWIGA,KURLANDZKI,70112128406, 35, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
358,IZABELA,SZWED,669323604, 35, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
359,ŁUKASZ,KŁOSSOWSKI,6633198257, 35, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
360,DOMINIK,SŁOWAK,7821219111, 35, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
361,PATRYCJA,KOWALSKI,8071031602, 36, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
362,PRZEMYSLAW,TATAREK,83101956922, 36, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
363,LECH,PODOLAN,6222422299, 36, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
364,WERONIKA,WIECZOREK,604242637, 36, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
365,BENEDYKT,TUREK,623360817, 36, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
366,ALEKSANDER,RUSIN,81101749771, 36, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
367,ROZALIA,CYGAN,8992316920, 36, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
368,BRAJAN,GREC,703581252, 36, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
369,DOMINIK,SZWEDEK,718998264, 36, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
370,WALDEMAR,PRUS,8051362777, 36, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
371,ALICJA,ARAB,7163021195, 37, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
372,MARIUSZ,UKRAINIEC,8811635117, 37, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
373,DOMINIK,ŻOCHOWSKI,7841547124, 37, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
374,AGATA,WIECZOREK,634785719, 37, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
375,MAREK,ŻYDEK,6392840161, 37, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
376,WERONIKA,HALICKI,73111625596, 37, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
377,JACEK,ROSJAN,5532159177, 37, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
378,GERARD,RUSEK,5721429899, 37, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
379,JAROSŁAW,MAJEWSKI,6771314166, 37, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
380,TOMASZ,MADZIARA,7392444454, 37, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
381,WOJCIECH,JABŁOŃSKI,682608249, 38, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
382,MAREK,GALIŃSKI,654752565, 38, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
383,DOMINIKA,STAWECKI,7313047103, 38, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
384,PRZEMYSLAW,RYBICKI,69113019320, 38, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
385,PATRYK,KOMAN,64112031566, 38, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
386,MACIEJ,PETERSBURSKI,6733041086, 38, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
387,MAREK,WOŁOSZEK,5961360708, 38, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
388,KRZYSZTOF,DOBRUCKI,6451767429, 38, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
389,PATRYK,SZWARC,6271463166, 38, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
390,ŁUCJA,PODGÓRSKI,793736403, 38, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
391,DOROTA,HOFFMANN,5712992914, 39, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
392,MARIUSZ,MOSKAL,6411188521, 39, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
393,MACIEJ,SZLONZAK,83102351436, 39, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
394,OLIWIER,KWIATKOWSKI,7893063379, 39, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
395,KAMILA,RUSEK,8761007275, 39, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
396,LAURA,TATARCZYK,9051909952, 39, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
397,ŁUKASZ,CHRUSZCZEWSKI,705820673, 39, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
398,MARTYNA,MADZIAR,8461176594, 39, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
399,WOJCIECH,GALICKI,62122868233, 39, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
400,PRZEMYSLAW,POLAK,6372624123, 39, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
401,LAURA,LANGE,8992760549, 40, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
402,AGATA,SAKSON,7251358475, 40, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
403,DAWID,ŻYDOWSKI,766983052, 40, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
404,DANUTA,WYSOCKI,7242741932, 40, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
405,LEONARD,LITWINIUK,8811401544, 40, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
406,JACEK,GÓRSKI,8972905838, 40, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
407,TOMASZ,SZWED,8022367297, 40, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
408,KRZYSZTOF,SZWED,8912996592, 40, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
409,ARTUR,KAŁUŻA,85111897301, 40, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
410,OLIWIA,CHRUSZCZEWSKI,90122138219, 40, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
411,BRAJAN,AMSTERDAMSKI,90112916727, 41, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
412,BRAJAN,POLESZCZUK,64101221784, 41, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
413,DANUTA,WĘGIERSKI,8821280383, 41, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
414,MARTA,WIŚNIEWSKI,5641038653, 41, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
415,TOMASZ,SZWEDA,8511260264, 41, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
416,TYMON,GÓRSKI,5881945528, 41, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
417,DOROTA,PETERSBURSKI,808362646, 41, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
418,WALDEMAR,TATARZYN,6111461630, 41, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
419,GERARD,CZESKI,6121156422, 41, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
420,JADWIGA,SOCHA,643368999, 41, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
421,MARTA,ŁOTYSZ,5931537792, 42, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
422,ŁUCJA,TATARZYN,55111804118, 42, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
423,ROZALIA,ŻUREK,82122278162, 42, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
424,LEONARD,GALICKI,806217375, 42, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
425,MACIEJ,JABŁOŃSKI,8833079919, 42, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
426,MARIUSZ,KASZUB,86122717371, 42, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
427,KRYSTYNA,ŚLONZAK,7141588395, 42, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
428,ALEKANDRA,DUDA,9011181077, 42, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
429,BRAJAN,SŁOWAK,5662972202, 42, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
430,KAROL,CHORWAT,58102895407, 42, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
431,BARBARA,RUMUŃSKI,76102780867, 43, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
432,MATEUSZ,CHRUSZCZEWSKI,668222114, 43, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
433,LECH,WRÓBEL,5981761497, 43, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
434,ARTUR,PRUSEK,873397159, 43, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
435,MARTA,CYGAN,642455476, 43, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
436,KAROL,ŻMIJEWSKI,60103099086, 43, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
437,BARBARA,PODOLSKI,7211194350, 43, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
438,LAURA,LEWANDOWSKI,797397883, 43, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
439,PIOTR,KASZUBA,56101762926, 43, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
440,MATEUSZ,WYSOCKI,6391392420, 43, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
441,PATRYCJA,POMORSKI,59122935749, 44, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
442,ALEKANDRA,TATARCZAK,76101165226, 44, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
443,PRZEMYSLAW,TUREK,89122055444, 44, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
444,BENEDYKT,ARABOWICZ,6451865764, 44, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
445,ANETA,NOWAK,69122972572, 44, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
446,BARTOSZ,WOŁYNIAK,666237813, 44, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
