Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Telefon,Identyfikator kontraktu,Uprawnienia do nadzoru,Pesel
255,JACEK,MAZUREK,28.12.1975 00:00:00,194149375,1985380675,UPRAWNIONY,71122890592
256,JAKUB,UKRAINIEC,03.06.1985 00:00:00,558087313,1028793200,UPRAWNIONY,90051049424
257,JAKUB,ŻYDEK,06.06.1970 00:00:00,792222925,458590738,NIEUPRAWNIONY,67081243227
258,LEONARD,RUSNAK,07.04.1966 00:00:00,910227845,128787604,UPRAWNIONY,78102115235
259,JAKUB,STAWECKI,06.08.1978 00:00:00,597363963,472824249,UPRAWNIONY,55010685597
260,JAKUB,SZWAB,11.03.1975 00:00:00,682405669,1813278645,NIEUPRAWNIONY,63030231905
261,KAROL,POLESIAK,03.03.1971 00:00:00,954306414,465792651,UPRAWNIONY,60082385816
262,ŁUCJA,WYSOCKI,28.04.1981 00:00:00,111411369,425664998,NIEUPRAWNIONY,86042984057
263,KAROLINA,TATARCZUK,02.09.1965 00:00:00,234722756,1434263551,UPRAWNIONY,66021045106
264,ANETA,TATARCZUK,03.08.1960 00:00:00,276078536,705743870,UPRAWNIONY,87011515444
265,MACIEJ,LANGE,03.03.1984 00:00:00,322165289,146962040,UPRAWNIONY,86032373553
266,OLIWIA,ŻYDOWSKI,03.03.1981 00:00:00,310643963,738802265,UPRAWNIONY,89071422438
267,LAURA,KUMAN,30.05.1960 00:00:00,380586602,2140181972,UPRAWNIONY,55071496887
268,MACIEJ,ROSJAN,17.06.1989 00:00:00,415580779,102400514,UPRAWNIONY,89042766978
269,DAWID,ŻYDOWSKI,23.11.1967 00:00:00,802603328,1160701886,UPRAWNIONY,74071396527
270,BARBARA,PODOLSKI,26.10.1956 00:00:00,963706686,610420796,UPRAWNIONY,70021133705
271,PIOTR,STAWECKI,08.08.1963 00:00:00,727147127,608281402,UPRAWNIONY,59081205156
272,MATEUSZ,GOROL,29.12.1957 00:00:00,997830499,1980360632,UPRAWNIONY,59010759143
273,KAROLINA,KWIATKOWSKI,22.10.1967 00:00:00,577004316,1134107957,UPRAWNIONY,73050185960
274,ARTUR,OLENDER,06.11.1990 00:00:00,501723699,415999167,NIEUPRAWNIONY,55012941975
275,ANETA,SZLĄZAK,10.04.1974 00:00:00,914331940,326090107,UPRAWNIONY,70022707330
276,ALICJA,GALICKI,27.08.1989 00:00:00,409210761,1185583358,NIEUPRAWNIONY,67013113631
277,OLIWIA,KURUC,11.06.1961 00:00:00,574301312,500839272,UPRAWNIONY,60101222718
278,DAMIAN,WĘGIERSKI,05.06.1973 00:00:00,635861365,1463236120,UPRAWNIONY,78010255026
279,MICHAŁ,KRUPA,26.08.1963 00:00:00,605967690,728303653,UPRAWNIONY,65091236152
280,ALEKANDRA,PRUSEK,02.11.1962 00:00:00,423254468,1917153195,NIEUPRAWNIONY,74062297076
281,JANUSZ,KURUC,04.09.1971 00:00:00,203086541,685248793,UPRAWNIONY,60112879493
282,AGATA,TATARA,02.09.1990 00:00:00,818416853,391962929,UPRAWNIONY,87070548969
283,KAMIL,POLESZUK,30.04.1990 00:00:00,420195259,1373012216,NIEUPRAWNIONY,67082911623
284,WOJCIECH,GÓRAL,15.10.1975 00:00:00,587997292,327250907,UPRAWNIONY,89030971541
285,PATRYK,CHORWAT,11.01.1982 00:00:00,352040136,1267668056,UPRAWNIONY,59090961087
286,JOLANTA,FOGIEL,28.04.1973 00:00:00,201177593,1037613104,UPRAWNIONY,74112523947
287,OLIWIER,NIEMCZYK,28.10.1976 00:00:00,247321198,331543593,NIEUPRAWNIONY,63012227285
288,PAWEL,CZESKI,07.02.1959 00:00:00,189315817,362739488,NIEUPRAWNIONY,69101167215
289,KRYSTYNA,CICHOCKI,26.01.1979 00:00:00,100062328,529390334,NIEUPRAWNIONY,88012228357
290,KRYSTYNA,DUDEK,10.01.1976 00:00:00,877537746,79030820,NIEUPRAWNIONY,57032016559
291,PAWEL,PODGÓRSKI,06.08.1975 00:00:00,564216635,115136217,NIEUPRAWNIONY,79071689002
292,DANUTA,DUŃCZYK,15.07.1974 00:00:00,999578575,982231495,UPRAWNIONY,77041170790
293,WERONIKA,SŁOWIAKOWSKI,24.06.1986 00:00:00,874104114,1732123588,UPRAWNIONY,74030473423
294,KAMIL,SZWEDEK,10.06.1967 00:00:00,734776089,1762226402,UPRAWNIONY,67061337922
295,AGATA,KWIATKOWSKI,07.09.1963 00:00:00,731874044,1278971559,NIEUPRAWNIONY,79100628170
296,ŁUKASZ,TATARCZUK,24.02.1956 00:00:00,271902268,866278858,UPRAWNIONY,68111387697
297,TYMON,PRUSKI,09.04.1961 00:00:00,297387528,267560111,NIEUPRAWNIONY,90091892376
298,PATRYK,PODOLEC,27.09.1971 00:00:00,296018140,1984025030,UPRAWNIONY,89032957412
299,IZABELA,CHORWAT,11.06.1960 00:00:00,705162098,419606444,NIEUPRAWNIONY,83070447770
300,MACIEJ,ŻUREK,04.05.1973 00:00:00,596702630,269454713,UPRAWNIONY,88122302686
301,KRYSTYNA,TATARCZAK,16.10.1964 00:00:00,943887418,501179696,UPRAWNIONY,90020239860
302,BARTOSZ,ZIĘBA,08.08.1967 00:00:00,471511861,1957455510,UPRAWNIONY,89090492106
303,DOMINIK,TURECKI,01.11.1988 00:00:00,966630592,1529779963,NIEUPRAWNIONY,73051762390
304,KATARZYNA,ARABIK,14.03.1962 00:00:00,400713331,142938379,NIEUPRAWNIONY,88051712926
305,LAURA,KRAWCZYK,22.05.1968 00:00:00,694107582,378480341,UPRAWNIONY,65072441236
306,DAWID,ŻMUDA,23.07.1968 00:00:00,837327241,1623223710,UPRAWNIONY,56102755832
307,JAROSŁAW,LITWINOWICZ,25.04.1964 00:00:00,664337366,391018728,NIEUPRAWNIONY,83021275245
308,JOLANTA,MAŁECKI,18.10.1957 00:00:00,810963171,1943515786,UPRAWNIONY,60111889496
309,BARTOSZ,PODOLAN,27.11.1974 00:00:00,238957254,24621529,UPRAWNIONY,61090594111
310,KAROL,TATARCZAK,23.07.1977 00:00:00,209363526,1477754151,NIEUPRAWNIONY,61091123596
311,KRYSTYNA,POLAK,24.01.1987 00:00:00,461761052,1738739967,UPRAWNIONY,70102467053
312,KAROL,KUMAN,26.11.1955 00:00:00,404738391,870991904,UPRAWNIONY,55041845153
313,TYTUS,SZULC,10.12.1970 00:00:00,604332008,1920435284,UPRAWNIONY,76042262470
314,DONALD,AUSTRIJAK,16.03.1986 00:00:00,151996777,2057976115,NIEUPRAWNIONY,66020811097
315,ALEKANDRA,MORAW,16.08.1984 00:00:00,239555833,1351845369,NIEUPRAWNIONY,84072492301
316,LECH,WRÓBEL,06.04.1956 00:00:00,865028049,1106232124,NIEUPRAWNIONY,73110475890
317,LAURA,POLACZEK,11.10.1957 00:00:00,112965637,350302971,UPRAWNIONY,73070514030
318,ARTUR,PRUSAK,27.11.1960 00:00:00,890931788,564660368,NIEUPRAWNIONY,79081843150
319,WALDEMAR,LITWINOWICZ,29.09.1965 00:00:00,480911646,296895210,NIEUPRAWNIONY,60013169897
320,KAMILA,POLAK,18.05.1965 00:00:00,667548657,556802584,NIEUPRAWNIONY,86061750866
321,DAMIAN,TATAR,02.12.1957 00:00:00,980251030,1152957690,UPRAWNIONY,77120675901
322,PAWEL,SŁOWIAK,23.01.1979 00:00:00,766975798,1814527622,NIEUPRAWNIONY,71122894530
323,DAWID,AMSTERDAMSKI,12.10.1987 00:00:00,347952532,525920349,NIEUPRAWNIONY,84062819910
324,BARBARA,ŻYDEK,30.01.1959 00:00:00,946858238,1237010352,NIEUPRAWNIONY,61010140857
325,JADWIGA,UKRAIŃSKI,11.08.1965 00:00:00,332352297,1713489971,NIEUPRAWNIONY,57072551787
326,KAMILA,KRUPA,06.12.1980 00:00:00,493358393,1971060157,NIEUPRAWNIONY,74081138127
327,KRZYSZTOF,MAZUR,26.09.1985 00:00:00,518668568,1592600761,NIEUPRAWNIONY,65102896078
328,DOMINIK,ARABOWICZ,18.09.1972 00:00:00,279746427,852482185,NIEUPRAWNIONY,64073096424
329,JOLANTA,MADZIAR,25.06.1955 00:00:00,190918725,1637446294,UPRAWNIONY,75052400157
330,TYMON,SZWEDZKI,01.07.1959 00:00:00,800777311,898803743,NIEUPRAWNIONY,74050627574
331,ARTUR,CHORWAT,10.11.1982 00:00:00,936453044,1004184504,UPRAWNIONY,70071760569
332,ALICJA,MAZUR,12.08.1983 00:00:00,107769359,1298253917,UPRAWNIONY,61051706410
333,PRZEMYSLAW,ŻMIJEWSKI,24.09.1970 00:00:00,464834782,1348527140,NIEUPRAWNIONY,88012474063
334,KAMILA,KASZUBA,02.09.1977 00:00:00,150921826,675665,NIEUPRAWNIONY,88102004106
335,IZABELA,CYGAN,28.01.1972 00:00:00,474908123,1896548296,UPRAWNIONY,63080959805
336,OLIWIA,PETERSBURSKI,11.09.1966 00:00:00,337737634,896780534,NIEUPRAWNIONY,84033184637
337,OLIWIER,HISZPAN,07.06.1979 00:00:00,982421077,2074277677,NIEUPRAWNIONY,73072287040
338,ALICJA,MILLER,26.06.1979 00:00:00,610132945,1317388055,UPRAWNIONY,86080531210
339,LECH,GREC,02.04.1966 00:00:00,411073254,303678066,UPRAWNIONY,87081070399
340,MICHAŁ,ŚLONZAK,05.10.1990 00:00:00,900323507,871884581,UPRAWNIONY,78081409768
341,KAROLINA,DUŃCZYK,27.09.1976 00:00:00,816638597,1929011370,NIEUPRAWNIONY,62092501893
342,DAMIAN,HISZPAN,16.12.1962 00:00:00,443937308,2102663588,UPRAWNIONY,60122418613
343,DANUTA,RUSNAK,11.07.1986 00:00:00,724175641,1866793639,UPRAWNIONY,79111611494
344,LAURA,WOŁOSZEK,22.03.1976 00:00:00,564761957,802239830,UPRAWNIONY,71011604965
345,OLIWIA,OLENDER,15.02.1968 00:00:00,489273896,1213100929,UPRAWNIONY,72061308371
346,AGATA,GOROL,21.01.1978 00:00:00,229974206,344809365,NIEUPRAWNIONY,63012799512
347,DAWID,SZWEDA,30.11.1966 00:00:00,758673361,407834912,UPRAWNIONY,82021549379
348,JOLANTA,BRANDENBURG,27.05.1977 00:00:00,712976525,1980223037,NIEUPRAWNIONY,67062901480
349,ALICJA,PODOLAN,03.11.1958 00:00:00,267127920,1460581919,NIEUPRAWNIONY,60122847134
350,DONALD,PODOLSKI,17.05.1957 00:00:00,398114666,1539206280,UPRAWNIONY,72090522135
351,JOLANTA,GALIŃSKI,08.09.1983 00:00:00,296931013,1518130017,UPRAWNIONY,81070476457
352,BENEDYKT,ŻYDZIAK,04.10.1966 00:00:00,166492676,351876145,UPRAWNIONY,55012698799
353,DOROTA,CYGAN,10.09.1960 00:00:00,714234442,980224263,NIEUPRAWNIONY,62012780721
354,JANUSZ,TOPOLSKI,18.05.1969 00:00:00,244454259,1262958044,UPRAWNIONY,87031776264
355,LEONARD,WOŹNIAK,23.10.1987 00:00:00,666574941,354155403,UPRAWNIONY,81110641374
356,ALEKSANDER,WĘGRZYN,01.02.1977 00:00:00,954070234,1701722680,NIEUPRAWNIONY,85110323556
357,WOJCIECH,KOZŁOWSKI,14.05.1985 00:00:00,510802667,1568698265,UPRAWNIONY,84012504892
358,KAROL,HOLENDER,17.01.1986 00:00:00,409696594,1808936606,UPRAWNIONY,75110340118
359,ŁUCJA,BRANDENBURGER,13.10.1969 00:00:00,476795422,980838863,NIEUPRAWNIONY,68050978779
360,KATARZYNA,SŁOWIAKOWSKI,17.09.1968 00:00:00,679213500,666329250,NIEUPRAWNIONY,61052970157
361,WERONIKA,KIJOWSKI,03.05.1990 00:00:00,139591062,2072302800,NIEUPRAWNIONY,82031919553
362,DAMIAN,CYGAN,12.11.1985 00:00:00,163284318,547641501,NIEUPRAWNIONY,78022072174
363,OLIWIA,MAJEWSKI,20.05.1961 00:00:00,401138270,876908113,NIEUPRAWNIONY,84082486439
364,DONALD,HOLLAND,07.03.1962 00:00:00,144803156,1869062921,UPRAWNIONY,86042843388
365,KATARZYNA,SZLONZAK,28.07.1959 00:00:00,555562412,1925269987,UPRAWNIONY,73052170350
366,JAKUB,TUREK,13.01.1989 00:00:00,120610828,731633713,UPRAWNIONY,66120673550
367,WERONIKA,AUSTRIJAK,18.10.1959 00:00:00,179040605,1930268836,UPRAWNIONY,78103190025
368,BENEDYKT,BRANDENBURGER,22.09.1976 00:00:00,329644675,116007182,UPRAWNIONY,74052172834
369,PATRYK,UKRAINIEC,16.11.1957 00:00:00,163692017,1403812285,UPRAWNIONY,64031881395
370,PATRYK,ŻUREK,09.05.1973 00:00:00,510141948,413613818,NIEUPRAWNIONY,80031283272
371,JAROSŁAW,GALIŃSKI,16.01.1975 00:00:00,120581162,1561327875,UPRAWNIONY,65083188025
372,KAROLINA,TATARCZUK,21.03.1955 00:00:00,425807357,1459779080,UPRAWNIONY,88032621582
373,TOMASZ,PODOLAK,23.12.1972 00:00:00,316172923,286756588,UPRAWNIONY,60081923714
374,PRZEMYSLAW,KURLANDT,03.01.1987 00:00:00,277034110,2014342630,NIEUPRAWNIONY,55112228764
375,JAKUB,DĄBROWSKI,26.07.1955 00:00:00,374645354,570492132,UPRAWNIONY,67021181671
376,KAMIL,SZWAJCAR,01.06.1956 00:00:00,968727272,1537328527,NIEUPRAWNIONY,76080282633
377,DONALD,LITWINOWICZ,13.04.1964 00:00:00,109673745,746196701,NIEUPRAWNIONY,89062770836
378,GERARD,TATAR,15.10.1974 00:00:00,925476615,1393909585,UPRAWNIONY,90091454268
379,JADWIGA,KRAJEWSKI,30.11.1990 00:00:00,403388564,844695721,UPRAWNIONY,68110949518
380,DAWID,ŚLĄZAK,25.05.1955 00:00:00,742693344,949788913,NIEUPRAWNIONY,68090722988
381,ARTUR,ŚLONZAK,11.06.1961 00:00:00,890372527,606028242,NIEUPRAWNIONY,58111173384
382,BARBARA,ŻMIJEWSKI,14.05.1955 00:00:00,660784397,1701440219,UPRAWNIONY,80122556190
383,WERONIKA,MADZIARA,08.04.1985 00:00:00,585925271,1782632031,NIEUPRAWNIONY,76013189063
384,PIOTR,UKRAIŃSKI,11.02.1958 00:00:00,623184960,727033944,NIEUPRAWNIONY,60110588524
385,MICHAŁ,SZWEDZIAK,07.06.1987 00:00:00,364834804,18112671,NIEUPRAWNIONY,67091645396
386,PATRYCJA,KRAWCZYK,04.05.1986 00:00:00,825177215,112639777,UPRAWNIONY,84071290269
387,KRZYSZTOF,SZWEDOWSKI,03.06.1966 00:00:00,207510805,1946648033,NIEUPRAWNIONY,74011272164
388,PIOTR,AUSTRIJAK,26.04.1977 00:00:00,662223893,1386047084,UPRAWNIONY,88022322853
389,PIOTR,TOWAREK,04.08.1983 00:00:00,788084772,1189930999,UPRAWNIONY,61112143120
390,MARIUSZ,RUSAK,22.12.1984 00:00:00,992327088,1729334100,NIEUPRAWNIONY,89062155519
391,ŁUCJA,SZWEDZIAK,09.07.1988 00:00:00,887456500,997576040,NIEUPRAWNIONY,60012565624
392,PIOTR,KURLANDZKI,09.07.1977 00:00:00,149955277,341467535,NIEUPRAWNIONY,77041668826
393,ALICJA,MILLER,05.12.1974 00:00:00,407557662,991225622,UPRAWNIONY,57041803052
394,ALEKSANDER,WOŁYNIAK,23.03.1955 00:00:00,182744657,754946021,UPRAWNIONY,83092741917
395,LECH,SZWEDZKI,14.05.1962 00:00:00,452315413,1680678204,UPRAWNIONY,64110617505
396,BENEDYKT,PRUŚ,20.03.1972 00:00:00,418976387,44500870,NIEUPRAWNIONY,87092453161
397,MICHAŁ,WOŁOCH,08.05.1960 00:00:00,126290189,364187555,NIEUPRAWNIONY,86051147010
398,MICHAŁ,TURECKI,05.02.1956 00:00:00,344031100,1668621068,UPRAWNIONY,71092509694
399,WALDEMAR,WĘGRZYNOWICZ,07.08.1979 00:00:00,558783728,1181720080,UPRAWNIONY,82072184598
400,KRZYSZTOF,PRUSKI,31.08.1973 00:00:00,518114193,864806069,UPRAWNIONY,80020606620
401,ŁUCJA,SKIBA,16.03.1974 00:00:00,990492862,1985051506,UPRAWNIONY,55021186173
402,ŁUKASZ,BÖHM,04.08.1990 00:00:00,183746635,1634943603,UPRAWNIONY,64062173854
403,OLIWIA,CICHOCKI,06.07.1955 00:00:00,824497124,1219619794,NIEUPRAWNIONY,71062625833
404,JAROSŁAW,WĘGIERSKI,13.08.1956 00:00:00,482490096,516872776,NIEUPRAWNIONY,57061970361
405,MACIEJ,KALINOWSKI,23.03.1986 00:00:00,898515888,1011682108,NIEUPRAWNIONY,85060461096
406,MAREK,TATARCZAK,12.12.1989 00:00:00,401121149,1241320124,UPRAWNIONY,72032893616
407,PRZEMYSLAW,WĘGRZYNOWICZ,11.07.1986 00:00:00,546976041,670623268,NIEUPRAWNIONY,55052260531
408,MARTA,GALOCH,05.09.1959 00:00:00,566055057,2124593881,NIEUPRAWNIONY,79062086228
409,DANUTA,SZWAJCAR,21.02.1980 00:00:00,592109842,1279432994,UPRAWNIONY,64031347675
410,WERONIKA,SASIN,13.04.1979 00:00:00,106051089,67003602,NIEUPRAWNIONY,67062917316
411,KATARZYNA,ŻMIJEWSKI,04.01.1982 00:00:00,219106420,166869209,NIEUPRAWNIONY,82111171628
412,DOMINIKA,ŁOTYSZ,11.02.1969 00:00:00,928607926,921534187,UPRAWNIONY,72092066656
413,WALDEMAR,BIAŁORUSKI,07.10.1964 00:00:00,662212464,1626221978,UPRAWNIONY,61033009572
414,ŁUCJA,KŁOSSOWSKI,10.04.1981 00:00:00,450827497,1983244912,NIEUPRAWNIONY,85062803306
415,IZABELA,DUŃCZYK,01.04.1988 00:00:00,330238511,956024267,NIEUPRAWNIONY,64082130400
416,MATEUSZ,TATARCZUK,06.04.1964 00:00:00,730969198,128985917,UPRAWNIONY,57070287862
417,MACIEJ,RUS,07.05.1975 00:00:00,326340673,484931424,UPRAWNIONY,63042733770
418,ROZALIA,SOCHA,26.09.1988 00:00:00,209102058,1040034154,NIEUPRAWNIONY,70012219038
419,JAKUB,TATARA,18.03.1964 00:00:00,565208698,1625106060,UPRAWNIONY,67100208310
420,DOROTA,HOLLAND,27.10.1974 00:00:00,807054336,1364480009,UPRAWNIONY,72062120067
421,AGATA,MICIUN,11.06.1982 00:00:00,437783056,1803567460,NIEUPRAWNIONY,70071415227
422,TYTUS,HOFFMANN,24.02.1963 00:00:00,732220706,1458429111,UPRAWNIONY,90043001469
423,ALEKSANDER,TOWAREK,06.10.1971 00:00:00,753782517,1784087622,UPRAWNIONY,82052323622
424,DOROTA,ŻYDOWICZ,22.07.1963 00:00:00,788181535,601861239,NIEUPRAWNIONY,86032547562
425,ARTUR,UKRAINIEC,12.01.1978 00:00:00,658954414,2006951779,UPRAWNIONY,86013097323
426,ALEKANDRA,SAKSON,19.03.1975 00:00:00,828653837,1728312572,NIEUPRAWNIONY,83080637079
427,MAREK,SZWEDZIAK,21.06.1988 00:00:00,801726906,560042590,UPRAWNIONY,87111585070
428,LAURA,FRANCUZ,29.05.1973 00:00:00,488737021,638598889,UPRAWNIONY,78012037936
429,MAREK,NIEMIEC,17.08.1990 00:00:00,826629776,152802009,NIEUPRAWNIONY,60032311906
430,MACIEJ,POLESZCZUK,18.05.1974 00:00:00,260915801,1068867096,UPRAWNIONY,74120823399
431,KAROLINA,CIEŚLAK,04.08.1964 00:00:00,195293706,141791380,NIEUPRAWNIONY,78062112333
432,AGATA,POMORSKI,22.05.1968 00:00:00,129365384,1112887620,NIEUPRAWNIONY,66122697425
433,TYTUS,ŚLONZAK,04.04.1982 00:00:00,213677723,1640822943,UPRAWNIONY,59012167336
434,DOMINIKA,WRÓBEL,23.12.1986 00:00:00,924092585,1214472200,UPRAWNIONY,74072737824
435,GERARD,AUSTRIJAK,27.12.1966 00:00:00,843917855,1381787274,NIEUPRAWNIONY,71122550663
436,BARBARA,TATARCZAK,06.02.1960 00:00:00,499207279,463950932,UPRAWNIONY,71072127588
437,PRZEMYSLAW,KURLAND,02.10.1990 00:00:00,664744938,1421572384,UPRAWNIONY,61102891203
438,JACEK,MICIUN,15.02.1974 00:00:00,312709842,1750076774,UPRAWNIONY,59082485022
439,JANUSZ,ŻYDEK,20.08.1959 00:00:00,824903951,924958191,UPRAWNIONY,87102910297
440,JAKUB,TATARCZYK,03.12.1978 00:00:00,359773058,622646316,NIEUPRAWNIONY,56090112554
441,JAROSŁAW,PETERSBURSKI,05.08.1976 00:00:00,713942591,1778000888,UPRAWNIONY,84032412429
442,TOMASZ,ROSJAN,09.11.1982 00:00:00,845743102,1241569042,NIEUPRAWNIONY,83062131250
443,MARTYNA,LANGE,10.12.1970 00:00:00,159678023,751905812,UPRAWNIONY,74111849603
444,PATRYK,NORWECKI,08.06.1985 00:00:00,374169606,1251669312,NIEUPRAWNIONY,63071034538
445,PRZEMYSLAW,SZWEDA,09.06.1973 00:00:00,591959324,250285047,UPRAWNIONY,69122635512
446,WOJCIECH,ŻUREK,13.02.1987 00:00:00,341082742,1698606184,UPRAWNIONY,72111104408
447,JACEK,CZARNECKI,12.08.1976 00:00:00,918575783,513588556,UPRAWNIONY,69070639176
448,DONALD,LEWANDOWSKI,02.12.1972 00:00:00,903698881,1800726298,NIEUPRAWNIONY,83110201002
449,DAWID,SŁOWACKI,20.01.1965 00:00:00,628843009,224179084,UPRAWNIONY,72082287826
450,DOMINIKA,PRUSIK,04.01.1983 00:00:00,913304841,466656755,NIEUPRAWNIONY,64031090415
451,MARTYNA,KURLANDCZYK,20.05.1972 00:00:00,842091853,422538060,UPRAWNIONY,84040724822
452,GERARD,TATARZYN,30.06.1969 00:00:00,561964077,1914061815,UPRAWNIONY,87090907380
453,JADWIGA,SAKSON,14.05.1976 00:00:00,576143360,1914994155,UPRAWNIONY,67022280588
454,MARIUSZ,ŁOTYSZ,13.04.1973 00:00:00,204693219,2088506889,NIEUPRAWNIONY,86083057525
455,WERONIKA,KURLANDT,11.02.1985 00:00:00,472294579,1202338094,NIEUPRAWNIONY,88072680492
456,WOJCIECH,TATARA,25.12.1962 00:00:00,869190730,1856962626,NIEUPRAWNIONY,82112635080
457,WOJCIECH,FRANCUZ,03.08.1959 00:00:00,715643899,820017711,NIEUPRAWNIONY,66122433808
458,MARTA,NIEMIEC,19.09.1960 00:00:00,648812189,528673266,UPRAWNIONY,62022788212
459,MAREK,MORAWSKI,30.07.1957 00:00:00,720179959,1661498067,NIEUPRAWNIONY,74112267445
460,WERONIKA,KURLANDT,28.09.1986 00:00:00,789821363,262584203,NIEUPRAWNIONY,81070186944
461,JADWIGA,UKRAINIEC,30.08.1955 00:00:00,711388534,2072389355,UPRAWNIONY,84040797080
462,PIOTR,CZESKI,29.08.1975 00:00:00,335568278,1454361251,NIEUPRAWNIONY,65040257342
463,JADWIGA,LITWINIUK,25.04.1956 00:00:00,688666521,1177114968,UPRAWNIONY,64041710535
464,KRZYSZTOF,KRAWCZYK,29.01.1967 00:00:00,304206415,1863196938,UPRAWNIONY,76050924246
465,LEONARD,BRANDENBURGER,12.11.1961 00:00:00,389714583,1882357430,UPRAWNIONY,63030649511
466,JACEK,UKRAIŃSKI,30.12.1986 00:00:00,349363066,2118898357,NIEUPRAWNIONY,68042787832
467,TYTUS,NIEMCZYK,02.07.1955 00:00:00,877052302,298715029,NIEUPRAWNIONY,61090108160
468,ALEKANDRA,SZULC,18.12.1987 00:00:00,464529456,837341759,UPRAWNIONY,57051061490
469,WERONIKA,HISZPAN,03.09.1967 00:00:00,152956438,261679482,NIEUPRAWNIONY,56112681802
470,OLIWIER,POLESZCZUK,17.09.1962 00:00:00,341813447,358976582,NIEUPRAWNIONY,74053120783
471,DOROTA,SAKSON,23.12.1987 00:00:00,494757365,1110529861,NIEUPRAWNIONY,73070885887
472,LEONARD,PRUŚ,20.08.1978 00:00:00,868228785,628864625,UPRAWNIONY,78010805248
473,MATEUSZ,TUREK,05.09.1971 00:00:00,938711673,50840355,UPRAWNIONY,82120794022
474,ŁUKASZ,FOGIEL,02.10.1974 00:00:00,697657316,1056563508,UPRAWNIONY,73032395072
475,MARIUSZ,SZLĄZAK,17.04.1985 00:00:00,994579883,288471656,NIEUPRAWNIONY,68033060188
476,JAKUB,WESOŁOWSKI,22.02.1965 00:00:00,322975727,1845909997,UPRAWNIONY,60012044697
477,GERARD,PASTERNAK,15.06.1957 00:00:00,148026602,2073124676,UPRAWNIONY,65041834936
478,PATRYK,BRANDENBURGER,07.09.1966 00:00:00,599316853,1295516601,UPRAWNIONY,55121795851
479,ANETA,GAL,15.02.1967 00:00:00,638897152,35959989,UPRAWNIONY,72030586676
480,ALEKANDRA,WĘGRZYN,14.09.1971 00:00:00,360020196,1622415460,UPRAWNIONY,78070835371
481,KAROLINA,OLĘDER,27.07.1979 00:00:00,832286942,961457169,NIEUPRAWNIONY,62020750455
482,MATEUSZ,ROSJAN,24.04.1968 00:00:00,393518071,1893199098,NIEUPRAWNIONY,62052151054
483,DOMINIK,ŻMIJEWSKI,13.01.1962 00:00:00,104152693,698060466,NIEUPRAWNIONY,72092703064
484,GERARD,POLESKI,01.07.1970 00:00:00,729786168,1949920917,NIEUPRAWNIONY,70101998660
485,ANETA,KWIATKOWSKI,04.04.1972 00:00:00,527415767,1130202167,NIEUPRAWNIONY,57011640421
486,MATEUSZ,PIĄTEK,01.09.1955 00:00:00,116781070,1656087695,UPRAWNIONY,62102069790
487,ALEKSANDER,SKIBA,29.04.1983 00:00:00,813115916,1403708357,UPRAWNIONY,78050811873
488,AGATA,BIAŁORUSKI,21.05.1976 00:00:00,340558409,1725911778,UPRAWNIONY,85012890703
489,LECH,TATARCZAK,23.07.1967 00:00:00,181225583,39478240,UPRAWNIONY,72072392392
490,LECH,KRAJEWSKI,06.07.1985 00:00:00,459598847,703699697,UPRAWNIONY,61122799369
491,JADWIGA,PODOLSKI,24.08.1987 00:00:00,256075188,1846224783,NIEUPRAWNIONY,69081924994
492,DAWID,KURUC,19.08.1959 00:00:00,346060709,2143286301,UPRAWNIONY,67052168701
493,OLIWIER,GOROL,10.12.1966 00:00:00,514541042,1694360062,NIEUPRAWNIONY,84080656877
494,WALDEMAR,KWIATKOWSKI,09.04.1972 00:00:00,554723960,1711135017,UPRAWNIONY,83090855982
495,ŁUKASZ,ARABSKI,12.01.1969 00:00:00,493289691,1772286554,NIEUPRAWNIONY,55012557374
496,ROZALIA,TATARCZYK,09.02.1972 00:00:00,978778562,1318737973,NIEUPRAWNIONY,73122188372
497,JADWIGA,ŻMUDZIN,16.03.1971 00:00:00,665565375,1602436808,UPRAWNIONY,61053062922
498,ALEKANDRA,ŚLĄZAK,22.02.1955 00:00:00,597246679,1098993443,NIEUPRAWNIONY,78101170709
499,DOROTA,ŻYDOWICZ,11.04.1976 00:00:00,454093127,2025493793,NIEUPRAWNIONY,85122817450
500,MICHAŁ,DUŃCZYK,03.07.1984 00:00:00,391269989,1870249922,NIEUPRAWNIONY,75062518098
501,JANUSZ,SZWARC,02.12.1959 00:00:00,829530926,1244809356,NIEUPRAWNIONY,66062548305
502,AGATA,ŻMIJEWSKA,05.08.1960 00:00:00,572076139,692955260,NIEUPRAWNIONY,86051041384
503,ŁUCJA,PRUSAK,05.12.1965 00:00:00,199364500,1361428553,NIEUPRAWNIONY,80061902422
504,ŁUCJA,RUSNAK,02.12.1970 00:00:00,961846987,611653296,NIEUPRAWNIONY,75102415071
505,MARIUSZ,HOLENDERSKI,12.07.1977 00:00:00,454881941,1758302871,UPRAWNIONY,68030770529
506,MATEUSZ,UKRAIŃSKI,07.11.1956 00:00:00,786411818,2146857276,UPRAWNIONY,79093093135
507,MACIEJ,WŁOCH,30.09.1985 00:00:00,995479556,1657597099,NIEUPRAWNIONY,80020106281
508,PIOTR,ARABIK,28.07.1981 00:00:00,605789836,1323191207,UPRAWNIONY,85040594586
